Day,Month,Year,Frog #,Habitat Notes,Posture,Movement,Time Habitat,Time Posture,Notes
22,November,2017,42,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,109,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,101,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,92,ON_TOP_OR_ON_WALL  ,slightly bent,,8:45,upper body bent over,
22,November,2017,103,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,107,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,83,ON_TOP_OR_ON_WALL  ,upright,,8:45,butt above ground,
22,November,2017,5,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,68,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,89,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,96,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,51,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,40,ON_TOP_OR_ON_WALL  ,bent,,8:45,,
22,November,2017,15,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,54,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,12,ON_TOP_OR_ON_WALL  ,slightly bent,,8:45,,
22,November,2017,84,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,88,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,97,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,122,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,102,ON_TOP_OR_ON_WALL  ,slightly bent,,8:45,,
22,November,2017,114,ON_TOP_OR_ON_WALL  ,slightly bent,,8:45,,
23,November,2017,35,ON_TOP_OR_ON_WALL  ,upright,y,8:30,,
23,November,2017,56,ON_TOP_OR_ON_WALL  ,upright,,8:30,,
23,November,2017,87,ON_TOP_OR_ON_WALL  ,upright,,8:30,,U
23,November,2017,109,ON_TOP_OR_ON_WALL  ,upright,,8:30,,
23,November,2017,95,ON_TOP_OR_ON_WALL  ,upright,,8:30,,
23,November,2017,120,ON_TOP_OR_ON_WALL  ,upright,,8:30,,
23,November,2017,108,ON_TOP_OR_ON_WALL  ,slightly bent,,8:30,,
23,November,2017,90,ON_TOP_OR_ON_WALL  ,upright,y,8:30,,
23,November,2017,68,ON_TOP_OR_ON_WALL  ,upright,,8:30,butt not touching ground,
23,November,2017,96,ON_TOP_OR_ON_WALL  ,upright,y,8:30,,
23,November,2017,115,ON_TOP_OR_ON_WALL  ,upright,,8:30,,
23,November,2017,116,ON_TOP_OR_ON_WALL  ,upright,,8:30,,
23,November,2017,114,ON_TOP_OR_ON_WALL  ,upright,,8:30,,
23,November,2017,124,ON_TOP_OR_ON_WALL  ,upright,,8:30,,
23,November,2017,49,ON_TOP_OR_ON_WALL  ,upright,,8:30,,
23,November,2017,19,ON_TOP_OR_ON_WALL  ,upright,,8:30,,
25,November,2017,77,ON_TOP_OR_ON_WALL  ,upright,y,11:30,,
25,November,2017,11,ON_TOP_OR_ON_WALL  ,upright,,11:30,butt not touching ground,
25,November,2017,6,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,110,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,2,ON_TOP_OR_ON_WALL  ,upright,,11:30,butt not touching ground,
25,November,2017,98,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,21,ON_TOP_OR_ON_WALL  ,upright,,11:30,butt not on ground,
25,November,2017,39,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,95,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,92,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,36,ON_TOP_OR_ON_WALL  ,upright,y,11:30,,
25,November,2017,30,ON_TOP_OR_ON_WALL  ,upright,y,11:30,,
25,November,2017,76,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,53,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,5,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,81,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,107,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,23,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,103,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,96,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,38,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,54,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,44,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,80,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,106,ON_TOP_OR_ON_WALL  ,slightly bent,,11:30,,
25,November,2017,29,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,78,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,97,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,118,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,59,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,22,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,62,ON_TOP_OR_ON_WALL  ,slightly bent,,11:30,,
25,November,2017,10,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,19,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,122,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,49,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,26,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,115,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
25,November,2017,70,ON_TOP_OR_ON_WALL  ,upright,,11:30,,
26,November,2017,77,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,6,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,85,ON_TOP_OR_ON_WALL  ,slightly bent,,8:10,,
26,November,2017,91,ON_TOP_OR_ON_WALL  ,upright,y,8:10,,
26,November,2017,2,ON_TOP_OR_ON_WALL  ,upright,,8:10,butt above ground,
26,November,2017,42,ON_TOP_OR_ON_WALL  ,upright,,8:10,stomach ground,
26,November,2017,112,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,75,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,120,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,27,ON_TOP_OR_ON_WALL  ,slightly bent,,8:10,,
26,November,2017,92,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,69,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,90,ON_TOP_OR_ON_WALL  ,upright,y,8:10,,
26,November,2017,113,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,83,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,36,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,109,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,103,ON_TOP_OR_ON_WALL  ,bent,,8:10,,
26,November,2017,51,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,45,ON_TOP_OR_ON_WALL  ,upright,y,8:10,,
26,November,2017,33,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,12,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,124,ON_TOP_OR_ON_WALL  ,upright,y,8:10,,
26,November,2017,118,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,88,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,97,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,100,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,67,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,19,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,49,ON_TOP_OR_ON_WALL  ,upright,,8:10,butt above ground,
26,November,2017,74,ON_TOP_OR_ON_WALL  ,upright,,8:10,,
26,November,2017,121,ON_TOP_OR_ON_WALL  ,upright,y,8:10,,
26,November,2017,62,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
27,November,2017,92,ON_TOP_OR_ON_WALL  ,slightly bent,,10:12,,
27,November,2017,69,ON_TOP_OR_ON_WALL  ,upright,,10:12,,
27,November,2017,36,ON_TOP_OR_ON_WALL  ,upright,,10:12,,
27,November,2017,5,ON_TOP_OR_ON_WALL  ,upright,,10:12,,
27,November,2017,103,ON_TOP_OR_ON_WALL  ,upright,,10:12,,
27,November,2017,96,ON_TOP_OR_ON_WALL  ,upright,,10:12,butt off ground,
27,November,2017,15,ON_TOP_OR_ON_WALL  ,upright,,10:12,,
27,November,2017,25,ON_TOP_OR_ON_WALL  ,upright,,10:12,,
27,November,2017,111,ON_TOP_OR_ON_WALL  ,upright,,10:12,,
27,November,2017,37,ON_TOP_OR_ON_WALL  ,upright,,10:12,,
27,November,2017,19,ON_TOP_OR_ON_WALL  ,upright,,10:12,,
27,November,2017,70,ON_TOP_OR_ON_WALL  ,upright,,10:12,,
27,November,2017,116,ON_TOP_OR_ON_WALL  ,upright,,10:12,,
27,November,2017,16,ON_TOP_OR_ON_WALL  ,upright,,10:12,,
27,November,2017,118,ON_TOP_OR_ON_WALL  ,upright,,10:12,,
27,November,2017,88,ON_TOP_OR_ON_WALL  ,upright,,10:12,,
27,November,2017,67,ON_TOP_OR_ON_WALL  ,slightly bent,,10:12,,
27,November,2017,121,ON_TOP_OR_ON_WALL  ,upright,,10:12,,
29,November,2017,6,ON_TOP_OR_ON_WALL  ,upright,,10:13,,
29,November,2017,9,ON_TOP_OR_ON_WALL  ,upright,,10:13,,
29,November,2017,35,ON_TOP_OR_ON_WALL  ,upright,,10:13,,
29,November,2017,21,ON_TOP_OR_ON_WALL  ,upright,,10:13,,
29,November,2017,95,ON_TOP_OR_ON_WALL  ,slightly bent,,10:35,,
29,November,2017,39,ON_TOP_OR_ON_WALL  ,bent,,10:35,,
29,November,2017,83,ON_TOP_OR_ON_WALL  ,upright,,10:35,,
29,November,2017,27,ON_TOP_OR_ON_WALL  ,upright,,10:35,,
29,November,2017,87,ON_TOP_OR_ON_WALL  ,slightly bent,,10:35,,
29,November,2017,23,ON_TOP_OR_ON_WALL  ,upright,,10:35,,
29,November,2017,18,ON_TOP_OR_ON_WALL  ,upright,,10:35,stomach on ground,
29,November,2017,89,ON_TOP_OR_ON_WALL  ,upright,,10:35,,
29,November,2017,45,ON_TOP_OR_ON_WALL  ,upright,,10:35,,
29,November,2017,25,ON_TOP_OR_ON_WALL  ,upright,,10:35,,
29,November,2017,5,ON_TOP_OR_ON_WALL  ,upright,,10:35,,
29,November,2017,58,ON_TOP_OR_ON_WALL  ,upright,,10:35,,
29,November,2017,51,ON_TOP_OR_ON_WALL  ,upright,,10:35,,
29,November,2017,33,ON_TOP_OR_ON_WALL  ,slightly bent,,1:00,,
29,November,2017,10,ON_TOP_OR_ON_WALL  ,upright,,1:00,,
29,November,2017,28,ON_TOP_OR_ON_WALL  ,upright,,1:00,stomach on ground,
29,November,2017,62,ON_TOP_OR_ON_WALL  ,upright,,1:00,,
2,December,2017,104,ON_TOP_OR_ON_WALL  ,upright,,8:05,butt off ground,day after inoculation 2
2,December,2017,117,ON_TOP_OR_ON_WALL  ,upright,,8:05,,
2,December,2017,68,ON_TOP_OR_ON_WALL  ,upright,,8:05,,
2,December,2017,69,ON_TOP_OR_ON_WALL  ,slightly bent,,8:05,,
2,December,2017,116,ON_TOP_OR_ON_WALL  ,upright,,8:05,,
2,December,2017,115,ON_TOP_OR_ON_WALL  ,slightly bent,,8:05,,
2,December,2017,88,ON_TOP_OR_ON_WALL  ,upright,,8:05,,
2,December,2017,70,ON_TOP_OR_ON_WALL  ,slightly bent,,8:05,,
2,December,2017,59,ON_TOP_OR_ON_WALL  ,slightly bent,,8:05,,
2,December,2017,62,ON_TOP_OR_ON_WALL  ,upright,,8:05,,
2,December,2017,31,ON_TOP_OR_ON_WALL  ,slightly bent,,8:05,,
2,December,2017,49,ON_TOP_OR_ON_WALL  ,upright,,8:05,,
2,December,2017,16,ON_TOP_OR_ON_WALL  ,upright,y,8:05,,
2,December,2017,19,ON_TOP_OR_ON_WALL  ,slightly bent,,8:05,,
2,December,2017,22,ON_TOP_OR_ON_WALL  ,slightly bent,,8:05,,
2,December,2017,28,ON_TOP_OR_ON_WALL  ,slightly bent,,8:05,,
2,December,2017,7,ON_TOP_OR_ON_WALL  ,upright,,8:05,,
2,December,2017,10,ON_TOP_OR_ON_WALL  ,upright,,8:05,,
2,December,2017,56,ON_TOP_OR_ON_WALL  ,upright,,8:37,,
2,December,2017,50,ON_TOP_OR_ON_WALL  ,upright,,8:37,,
2,December,2017,35,ON_TOP_OR_ON_WALL  ,upright,,8:37,,
2,December,2017,21,ON_TOP_OR_ON_WALL  ,upright,,8:37,,
3,December,2017,107,ON_TOP_OR_ON_WALL  ,upright,y,8:07,,
3,December,2017,108,ON_TOP_OR_ON_WALL  ,slightly bent,,8:07,facing away,
3,December,2017,111,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,117,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,54,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,69,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,27,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,30,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,118,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,116,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,114,ON_TOP_OR_ON_WALL  ,slightly bent,,8:07,,
3,December,2017,106,ON_TOP_OR_ON_WALL  ,bent,,8:07,,
3,December,2017,102,ON_TOP_OR_ON_WALL  ,bent,,8:07,,
3,December,2017,100,ON_TOP_OR_ON_WALL  ,bent,,8:07,,
3,December,2017,97,ON_TOP_OR_ON_WALL  ,slightly bent,,8:07,,
3,December,2017,86,ON_TOP_OR_ON_WALL  ,slightly bent,,8:07,,
3,December,2017,84,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,82,ON_TOP_OR_ON_WALL  ,slightly bent,,8:07,,
3,December,2017,74,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,61,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,62,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,33,ON_TOP_OR_ON_WALL  ,upright,y,8:07,,
3,December,2017,34,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,16,ON_TOP_OR_ON_WALL  ,slightly bent,,8:07,,
3,December,2017,22,ON_TOP_OR_ON_WALL  ,slightly bent,,8:07,,
3,December,2017,26,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,28,ON_TOP_OR_ON_WALL  ,upright,,8:07,shed on hide,
3,December,2017,1,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,10,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,12,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,110,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,99,ON_TOP_OR_ON_WALL  ,bent,,8:07,,
3,December,2017,85,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,77,ON_TOP_OR_ON_WALL  ,bent,,8:07,,
3,December,2017,71,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,57,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,55,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,35,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
3,December,2017,21,ON_TOP_OR_ON_WALL  ,upright,,8:07,,
4,December,2017,109,ON_TOP_OR_ON_WALL  ,slightly bent,,10:00,stomach on ground,
4,December,2017,111,ON_TOP_OR_ON_WALL  ,upright,,10:00,,
4,December,2017,113,ON_TOP_OR_ON_WALL  ,upright,,10:00,,
4,December,2017,120,ON_TOP_OR_ON_WALL  ,upright,,10:00,,
4,December,2017,81,ON_TOP_OR_ON_WALL  ,upright,y,10:00,,
4,December,2017,83,ON_TOP_OR_ON_WALL  ,upright,y,10:00,,
4,December,2017,90,ON_TOP_OR_ON_WALL  ,upright,,10:00,,
4,December,2017,92,ON_TOP_OR_ON_WALL  ,upright,,10:00,,
4,December,2017,95,ON_TOP_OR_ON_WALL  ,upright,,10:00,,
4,December,2017,96,ON_TOP_OR_ON_WALL  ,upright,,10:00,,
4,December,2017,68,ON_TOP_OR_ON_WALL  ,upright,,10:00,,
4,December,2017,76,ON_TOP_OR_ON_WALL  ,upright,,10:00,,
4,December,2017,36,ON_TOP_OR_ON_WALL  ,upright,,10:00,,
4,December,2017,38,ON_TOP_OR_ON_WALL  ,slightly bent,,10:00,,
4,December,2017,39,ON_TOP_OR_ON_WALL  ,upright,,10:00,,
4,December,2017,51,ON_TOP_OR_ON_WALL  ,upright,,10:00,,
4,December,2017,5,ON_TOP_OR_ON_WALL  ,upright,,10:00,,
4,December,2017,124,ON_TOP_OR_ON_WALL  ,bent,,10:00,,
4,December,2017,123,ON_TOP_OR_ON_WALL  ,bent,,10:00,,
4,December,2017,122,ON_TOP_OR_ON_WALL  ,bent,,10:00,SHED,
4,December,2017,114,ON_TOP_OR_ON_WALL  ,upright,,10:00,,
4,December,2017,106,ON_TOP_OR_ON_WALL  ,upright,,10:00,SHED,
4,December,2017,16,ON_TOP_OR_ON_WALL  ,upright,,10:00,SHED,
4,December,2017,10,ON_TOP_OR_ON_WALL  ,upright,,10:00,SHED,
4,December,2017,56,ON_TOP_OR_ON_WALL  ,bent,,10:00,SHED,
4,December,2017,50,ON_TOP_OR_ON_WALL  ,bent,,10:00,SHED,
4,December,2017,9,ON_TOP_OR_ON_WALL  ,slightly bent,,10:00,SHED,
5,December,2017,68,ON_TOP_OR_ON_WALL  ,upright,,11:15,,
5,December,2017,104,ON_TOP_OR_ON_WALL  ,upright,,11:15,,
5,December,2017,95,ON_TOP_OR_ON_WALL  ,upright,,11:15,,
5,December,2017,58,ON_TOP_OR_ON_WALL  ,upright,,11:15,butt off ground,
5,December,2017,69,ON_TOP_OR_ON_WALL  ,upright,,11:15,,
5,December,2017,120,ON_TOP_OR_ON_WALL  ,upright,,11:15,,
5,December,2017,101,ON_TOP_OR_ON_WALL  ,upright,,11:15,,
5,December,2017,123,ON_TOP_OR_ON_WALL  ,upright,,11:15,,
5,December,2017,22,ON_TOP_OR_ON_WALL  ,upright,,11:15,,
5,December,2017,16,ON_TOP_OR_ON_WALL  ,upright,,11:15,,
5,December,2017,84,ON_TOP_OR_ON_WALL  ,upright,,11:15,,
5,December,2017,10,ON_TOP_OR_ON_WALL  ,upright,,11:15,,
5,December,2017,60,ON_TOP_OR_ON_WALL  ,bent,,11:15,,
5,December,2017,106,ON_TOP_OR_ON_WALL  ,bent,,11:15,,
5,December,2017,78,ON_TOP_OR_ON_WALL  ,upright,,11:15,dead fly stuck on head,
5,December,2017,118,ON_TOP_OR_ON_WALL  ,bent,,11:15,,
5,December,2017,48,ON_TOP_OR_ON_WALL  ,up,,11:15,heels/butt off ground,
5,December,2017,6,ON_TOP_OR_ON_WALL  ,bent,,11:15,"hand looked weird so I poked and he couldn’t jump very well, fell off hide",
5,December,2017,91,ON_TOP_OR_ON_WALL  ,upright,,11:15,,
7,December,2017,92,ON_TOP_OR_ON_WALL  ,slightly bent,,12:30,,
7,December,2017,15,ON_TOP_OR_ON_WALL  ,slightly bent,,12:30,,
7,December,2017,83,ON_TOP_OR_ON_WALL  ,upright,,12:30,,
7,December,2017,89,ON_TOP_OR_ON_WALL  ,upright,,12:30,,
7,December,2017,54,ON_TOP_OR_ON_WALL  ,upright,,12:30,,
7,December,2017,111,ON_TOP_OR_ON_WALL  ,upright,,12:30,,
7,December,2017,69,ON_TOP_OR_ON_WALL  ,slightly bent,,12:30,,
7,December,2017,109,ON_TOP_OR_ON_WALL  ,upright,y,12:30,,
7,December,2017,53,ON_TOP_OR_ON_WALL  ,slightly bent,,12:30,,
7,December,2017,8,ON_TOP_OR_ON_WALL  ,upright,,12:30,,
7,December,2017,123,ON_TOP_OR_ON_WALL  ,slightly bent,,12:30,,
7,December,2017,123,ON_TOP_OR_ON_WALL  ,upright,,12:30,,
7,December,2017,121,ON_TOP_OR_ON_WALL  ,upright,,12:30,butt off ground arms wide,
7,December,2017,100,ON_TOP_OR_ON_WALL  ,upright,,12:30,,
8,December,2017,29,ON_TOP_OR_ON_WALL  ,bent,,11:40,,
8,December,2017,86,ON_TOP_OR_ON_WALL  ,bent,,11:40,,
8,December,2017,15,ON_TOP_OR_ON_WALL  ,bent,,11:40,,
8,December,2017,90,ON_TOP_OR_ON_WALL  ,slightly bent,,11:40,ITCZ,
8,December,2017,51,ON_TOP_OR_ON_WALL  ,slightly bent,,11:40,,
8,December,2017,92,ON_TOP_OR_ON_WALL  ,slightly bent,,11:40,,
9,December,2017,77,ON_TOP_OR_ON_WALL  ,bent,,8:24,shed,
9,December,2017,56,ON_TOP_OR_ON_WALL  ,upright,,8:24,shed,
9,December,2017,99,ON_TOP_OR_ON_WALL  ,bent,,8:24,,
9,December,2017,92,ON_TOP_OR_ON_WALL  ,slightly bent,,8:24,,
9,December,2017,18,ON_TOP_OR_ON_WALL  ,bent,,8:24,,
9,December,2017,37,ON_TOP_OR_ON_WALL  ,bent,,8:24,,
9,December,2017,123,ON_TOP_OR_ON_WALL  ,bent,,8:24,,
9,December,2017,86,ON_TOP_OR_ON_WALL  ,upright,,8:24,,
9,December,2017,1,ON_TOP_OR_ON_WALL  ,slightly bent,,8:24,,
9,December,2017,70,ON_TOP_OR_ON_WALL  ,bent,,8:24,lots of shed,
9,December,2017,88,ON_TOP_OR_ON_WALL  ,bent,,8:24,,
9,December,2017,31,ON_TOP_OR_ON_WALL  ,slightly bent,,8:24,butt not touching ground,
10,December,2017,56,ON_TOP_OR_ON_WALL  ,upright,,8:00,shed,
10,December,2017,110,ON_TOP_OR_ON_WALL  ,upright,,8:00,,
10,December,2017,99,ON_TOP_OR_ON_WALL  ,bent,,8:00,,
10,December,2017,54,ON_TOP_OR_ON_WALL  ,slightly bent,,8:00,,
10,December,2017,36,ON_TOP_OR_ON_WALL  ,upright,,8:00,,
10,December,2017,81,ON_TOP_OR_ON_WALL  ,upright,,8:00,,
10,December,2017,89,ON_TOP_OR_ON_WALL  ,bent,,8:00,,
10,December,2017,53,ON_TOP_OR_ON_WALL  ,bent,,8:00,,
10,December,2017,34,ON_TOP_OR_ON_WALL  ,bent,,8:00,,
10,December,2017,78,ON_TOP_OR_ON_WALL  ,upright,,8:00,,
10,December,2017,70,ON_TOP_OR_ON_WALL  ,upright,,8:00,lots of shed,
11,December,2017,20,ON_TOP_OR_ON_WALL  ,upright,,9:00,,
11,December,2017,23,ON_TOP_OR_ON_WALL  ,upright,,9:00,,
11,December,2017,51,ON_TOP_OR_ON_WALL  ,upright,,9:00,,
11,December,2017,5,ON_TOP_OR_ON_WALL  ,upright,,9:00,,
11,December,2017,111,ON_TOP_OR_ON_WALL  ,upright,,9:00,,
11,December,2017,26,ON_TOP_OR_ON_WALL  ,upright,y,9:51,,
11,December,2017,114,ON_TOP_OR_ON_WALL  ,slightly bent,,9:51,,
11,December,2017,28,ON_TOP_OR_ON_WALL  ,upright,,9:51,,
11,December,2017,78,ON_TOP_OR_ON_WALL  ,upright,,9:51,shed,
11,December,2017,31,ON_TOP_OR_ON_WALL  ,upright,,9:51,,
11,December,2017,118,ON_TOP_OR_ON_WALL  ,slightly bent,,9:51,shed,
11,December,2017,110,ON_TOP_OR_ON_WALL  ,upright,y,9:51,shed hanging off frog,
11,December,2017,9,ON_TOP_OR_ON_WALL  ,bent,,9:51,,
11,December,2017,55,ON_TOP_OR_ON_WALL  ,upright,,9:51,shed,
11,December,2017,56,ON_TOP_OR_ON_WALL  ,upright,,9:51,shed,
9,November,2017,64,side  ,,,9:00,,
