Day,Month,Year,Frog #,Habitat Notes,Posture,Movement,Time Habitat,Time Posture,Notes
13,November,2017,91,ON_TOP_OR_ON_WALL,,,10:50,,BMP
13,November,2017,21,ON_TOP_OR_ON_WALL,,,10:50,,BMP
13,November,2017,24,ON_TOP_OR_ON_WALL,,,10:50,,U
13,November,2017,37,ON_TOP_OR_ON_WALL,,,10:50,,U
13,November,2017,64,ON_TOP_OR_ON_WALL,,,10:50,,U
13,November,2017,89,ON_TOP_OR_ON_WALL,,,10:50,,U
13,November,2017,119,ON_TOP_OR_ON_WALL,,,10:50,,U
13,November,2017,22,ON_TOP_OR_ON_WALL,,,10:50,,I
13,November,2017,86,ON_TOP_OR_ON_WALL,,,10:50,,I
15,November,2017,21,ON_TOP_OR_ON_WALL,,,10:24,,BMP
15,November,2017,99,ON_TOP_OR_ON_WALL,,,10:24,,BMP
15,November,2017,64,ON_TOP_OR_ON_WALL,,,10:33,,U
15,November,2017,41,ON_TOP_OR_ON_WALL,,,10:33,,U
15,November,2017,18,ON_TOP_OR_ON_WALL,,,10:33,,U
15,November,2017,32,ON_TOP_OR_ON_WALL,,,10:33,,U
15,November,2017,76,ON_TOP_OR_ON_WALL,,,10:33,,U
15,November,2017,108,ON_TOP_OR_ON_WALL,upright,y,10:33,,U
16,November,2017,14,ON_TOP_OR_ON_WALL,,,10:00,,BMP
16,November,2017,21,ON_TOP_OR_ON_WALL,,,10:00,,BMP
16,November,2017,85,ON_TOP_OR_ON_WALL,,,10:00,,BMP
16,November,2017,108,ON_TOP_OR_ON_WALL,,,10:00,,U
16,November,2017,23,ON_TOP_OR_ON_WALL,,,10:00,,U
16,November,2017,68,ON_TOP_OR_ON_WALL,,,10:00,,U
16,November,2017,58,ON_TOP_OR_ON_WALL,,,10:00,,U
16,November,2017,97,ON_TOP_OR_ON_WALL,upright,y,10:26,,I
16,November,2017,80,ON_TOP_OR_ON_WALL,,y,10:26,,I
16,November,2017,34,ON_TOP_OR_ON_WALL,,y,10:26,,I
16,November,2017,62,ON_TOP_OR_ON_WALL,,,10:26,barely ON_TOP_OR_ON_WALL (low),I
16,November,2017,31,ON_TOP_OR_ON_WALL,,,10:26,,I
16,November,2017,84,ON_TOP_OR_ON_WALL,,,10:26,very low ON_TOP_OR_ON_WALL,I
16,November,2017,106,ON_TOP_OR_ON_WALL,,,10:26,,I
16,November,2017,88,ON_TOP_OR_ON_WALL,,,10:26,,I
16,November,2017,74,ON_TOP_OR_ON_WALL,,,10:26,,I
17,November,2017,91,ON_TOP_OR_ON_WALL,,,10:02,,
17,November,2017,85,ON_TOP_OR_ON_WALL,,,10:02,skin shed,
17,November,2017,55,ON_TOP_OR_ON_WALL,,y,10:02,,
17,November,2017,111,ON_TOP_OR_ON_WALL,,,10:02,,
17,November,2017,76,ON_TOP_OR_ON_WALL,,,10:02,shed,
17,November,2017,96,ON_TOP_OR_ON_WALL,,,10:02,,
17,November,2017,23,ON_TOP_OR_ON_WALL,,,10:02,,
17,November,2017,20,ON_TOP_OR_ON_WALL,,,10:02,,
17,November,2017,22,ON_TOP_OR_ON_WALL,,,10:02,,
17,November,2017,82,ON_TOP_OR_ON_WALL,,,10:02,,
17,November,2017,62,ON_TOP_OR_ON_WALL,,,10:02,,
17,November,2017,78,ON_TOP_OR_ON_WALL,,,10:02,,
17,November,2017,66,ON_TOP_OR_ON_WALL,,,10:02,,
17,November,2017,84,ON_TOP_OR_ON_WALL,,,10:02,,
18,November,2017,91,ON_TOP_OR_ON_WALL,,y,11:13,shed,
18,November,2017,57,ON_TOP_OR_ON_WALL,,,11:13,,
18,November,2017,55,ON_TOP_OR_ON_WALL,upright,,11:40,,
18,November,2017,72,ON_TOP_OR_ON_WALL,,y very,11:40,,
18,November,2017,95,ON_TOP_OR_ON_WALL,,y,11:40,,
18,November,2017,120,ON_TOP_OR_ON_WALL,,,11:40,,
18,November,2017,108,ON_TOP_OR_ON_WALL,,,11:40,,
18,November,2017,38,ON_TOP_OR_ON_WALL,,,11:40,,
18,November,2017,96,ON_TOP_OR_ON_WALL,,,11:40,,
18,November,2017,68,ON_TOP_OR_ON_WALL,,,11:40,,
18,November,2017,46,ON_TOP_OR_ON_WALL,,,12:00,,
18,November,2017,22,ON_TOP_OR_ON_WALL,,,12:00,,
18,November,2017,82,ON_TOP_OR_ON_WALL,,,12:00,,
18,November,2017,52,ON_TOP_OR_ON_WALL,,,12:00,,
18,November,2017,31,ON_TOP_OR_ON_WALL,,,12:00,,
18,November,2017,67,ON_TOP_OR_ON_WALL,,,12:00,,
18,November,2017,66,ON_TOP_OR_ON_WALL,,,12:00,,
19,November,2017,24,ON_TOP_OR_ON_WALL,,,12:00,,
20,November,2017,85,ON_TOP_OR_ON_WALL,,,8:11,,
20,November,2017,99,ON_TOP_OR_ON_WALL,,,8:11,,
20,November,2017,9,ON_TOP_OR_ON_WALL,upright,y,8:11,,
20,November,2017,91,ON_TOP_OR_ON_WALL,,,8:11,,
20,November,2017,72,ON_TOP_OR_ON_WALL,,y,8:11,,
20,November,2017,113,ON_TOP_OR_ON_WALL,,,8:11,,
20,November,2017,120,ON_TOP_OR_ON_WALL,,,8:11,,
20,November,2017,108,ON_TOP_OR_ON_WALL,,,8:11,,
20,November,2017,51,ON_TOP_OR_ON_WALL,,,8:11,,
20,November,2017,32,ON_TOP_OR_ON_WALL,,,8:11,,
20,November,2017,8,ON_TOP_OR_ON_WALL,,y,8:11,,
20,November,2017,23,ON_TOP_OR_ON_WALL,,,8:11,,
20,November,2017,64,ON_TOP_OR_ON_WALL,,,8:11,,
20,November,2017,79,ON_TOP_OR_ON_WALL,,,8:11,,
20,November,2017,106,ON_TOP_OR_ON_WALL,,,8:11,,
20,November,2017,28,ON_TOP_OR_ON_WALL,,,8:11,,
20,November,2017,62,ON_TOP_OR_ON_WALL,,,8:11,,
20,November,2017,94,ON_TOP_OR_ON_WALL,,,8:11,,
20,November,2017,84,ON_TOP_OR_ON_WALL,,y,8:11,,
20,November,2017,66,ON_TOP_OR_ON_WALL,,,8:11,,
22,November,2017,99,ON_TOP_OR_ON_WALL,,,8:45,,BMP
22,November,2017,48,ON_TOP_OR_ON_WALL,,,8:45,,
22,November,2017,110,ON_TOP_OR_ON_WALL,,,8:45,,
22,November,2017,72,ON_TOP_OR_ON_WALL,,,8:45,,
22,November,2017,87,ON_TOP_OR_ON_WALL,,,8:45,,U
22,November,2017,119,ON_TOP_OR_ON_WALL,,,8:45,,
22,November,2017,53,ON_TOP_OR_ON_WALL,,,8:45,,
22,November,2017,25,ON_TOP_OR_ON_WALL,,,8:45,,
22,November,2017,38,ON_TOP_OR_ON_WALL,,y,8:45,,
22,November,2017,46,ON_TOP_OR_ON_WALL,,,8:45,,
22,November,2017,44,ON_TOP_OR_ON_WALL,,,8:45,,
22,November,2017,13,ON_TOP_OR_ON_WALL,,y,8:45,,
22,November,2017,1,ON_TOP_OR_ON_WALL,,,8:45,,
22,November,2017,121,ON_TOP_OR_ON_WALL,,,8:45,2 flies flew out,
22,November,2017,100,ON_TOP_OR_ON_WALL,,,8:45,,
22,November,2017,67,ON_TOP_OR_ON_WALL,,,8:45,,
22,November,2017,7,ON_TOP_OR_ON_WALL,,,8:45,shed ON_TOP_OR_ON_WALL,
22,November,2017,61,ON_TOP_OR_ON_WALL,,,8:45,,
22,November,2017,79,ON_TOP_OR_ON_WALL,,,8:45,,
22,November,2017,94,ON_TOP_OR_ON_WALL,,,8:45,,
23,November,2017,72,ON_TOP_OR_ON_WALL,upright,,8:30,,
23,November,2017,101,ON_TOP_OR_ON_WALL,,y,8:30,,
23,November,2017,69,ON_TOP_OR_ON_WALL,,,8:30,,
23,November,2017,104,ON_TOP_OR_ON_WALL,,,8:30,,
23,November,2017,40,ON_TOP_OR_ON_WALL,,,8:30,,
23,November,2017,51,ON_TOP_OR_ON_WALL,,y,8:30,,
23,November,2017,15,ON_TOP_OR_ON_WALL,,,8:30,,
23,November,2017,20,ON_TOP_OR_ON_WALL,,,8:30,,
23,November,2017,4,ON_TOP_OR_ON_WALL,,,8:30,,
23,November,2017,66,ON_TOP_OR_ON_WALL,,,8:30,,
23,November,2017,80,ON_TOP_OR_ON_WALL,,y,8:30,,
23,November,2017,94,ON_TOP_OR_ON_WALL,,,8:30,,
23,November,2017,74,ON_TOP_OR_ON_WALL,,y,8:30,,
25,November,2017,72,ON_TOP_OR_ON_WALL,,,11:30,,
25,November,2017,119,ON_TOP_OR_ON_WALL,,,11:30,,
25,November,2017,32,ON_TOP_OR_ON_WALL,,y,11:30,,
25,November,2017,47,ON_TOP_OR_ON_WALL,,,11:30,,
25,November,2017,24,ON_TOP_OR_ON_WALL,,,11:30,,
25,November,2017,46,ON_TOP_OR_ON_WALL,,,11:30,,
25,November,2017,33,ON_TOP_OR_ON_WALL,,,11:30,,
25,November,2017,82,ON_TOP_OR_ON_WALL,,,11:30,,
25,November,2017,61,ON_TOP_OR_ON_WALL,,,11:30,,
25,November,2017,52,ON_TOP_OR_ON_WALL,,,11:30,,
26,November,2017,11,ON_TOP_OR_ON_WALL,,,8:10,,
26,November,2017,72,ON_TOP_OR_ON_WALL,,y,8:10,,
26,November,2017,117,ON_TOP_OR_ON_WALL,,,8:10,,
26,November,2017,68,ON_TOP_OR_ON_WALL,,,8:10,,
26,November,2017,107,ON_TOP_OR_ON_WALL,,,8:10,,
26,November,2017,84,ON_TOP_OR_ON_WALL,,,8:10,,
26,November,2017,46,ON_TOP_OR_ON_WALL,,,8:10,,
26,November,2017,7,ON_TOP_OR_ON_WALL,,,8:10,,
26,November,2017,86,ON_TOP_OR_ON_WALL,,,8:10,,
26,November,2017,61,ON_TOP_OR_ON_WALL,,,8:10,,
26,November,2017,52,ON_TOP_OR_ON_WALL,,,8:10,,
27,November,2017,47,ON_TOP_OR_ON_WALL,,,10:12,,
27,November,2017,73,ON_TOP_OR_ON_WALL,,,10:12,,
27,November,2017,89,ON_TOP_OR_ON_WALL,,,10:12,,
27,November,2017,38,ON_TOP_OR_ON_WALL,,,10:12,,
27,November,2017,82,ON_TOP_OR_ON_WALL,,,10:12,,
27,November,2017,61,ON_TOP_OR_ON_WALL,,,10:12,,
27,November,2017,22,ON_TOP_OR_ON_WALL,,,10:12,,
27,November,2017,52,ON_TOP_OR_ON_WALL,,,10:12,,
29,November,2017,57,ON_TOP_OR_ON_WALL,,,10:13,,BMP
29,November,2017,72,ON_TOP_OR_ON_WALL,,,10:13,,
29,November,2017,75,ON_TOP_OR_ON_WALL,,,10:13,,
29,November,2017,42,ON_TOP_OR_ON_WALL,,,10:13,,
29,November,2017,2,ON_TOP_OR_ON_WALL,,,10:13,,
29,November,2017,50,ON_TOP_OR_ON_WALL,,,10:13,,
29,November,2017,48,ON_TOP_OR_ON_WALL,,,10:13,,
29,November,2017,68,ON_TOP_OR_ON_WALL,,,10:35,,
29,November,2017,53,ON_TOP_OR_ON_WALL,,,10:35,hand ON_TOP_OR_ON_WALL,
29,November,2017,54,ON_TOP_OR_ON_WALL,,,10:35,,
29,November,2017,22,ON_TOP_OR_ON_WALL,,,1:00,,I
29,November,2017,67,ON_TOP_OR_ON_WALL,,,1:00,,
29,November,2017,79,ON_TOP_OR_ON_WALL,,,1:00,,
29,November,2017,100,ON_TOP_OR_ON_WALL,,,1:00,,
29,November,2017,34,ON_TOP_OR_ON_WALL,,,1:00,,
29,November,2017,115,ON_TOP_OR_ON_WALL,,,1:00,,
29,November,2017,26,ON_TOP_OR_ON_WALL,,,1:00,,
29,November,2017,82,ON_TOP_OR_ON_WALL,,,1:00,,
29,November,2017,78,ON_TOP_OR_ON_WALL,,,1:00,,
29,November,2017,88,ON_TOP_OR_ON_WALL,,,1:00,,
29,November,2017,19,ON_TOP_OR_ON_WALL,,,1:00,,
29,November,2017,86,ON_TOP_OR_ON_WALL,,,1:00,,
29,November,2017,49,ON_TOP_OR_ON_WALL,,,1:00,,
2,December,2017,119,ON_TOP_OR_ON_WALL,,,8:05,,
2,December,2017,89,ON_TOP_OR_ON_WALL,,,8:05,,
2,December,2017,95,ON_TOP_OR_ON_WALL,,,8:05,,
2,December,2017,53,ON_TOP_OR_ON_WALL,,,8:05,,
2,December,2017,54,ON_TOP_OR_ON_WALL,,,8:05,,
2,December,2017,73,ON_TOP_OR_ON_WALL,,,8:05,,
2,December,2017,80,ON_TOP_OR_ON_WALL,,,8:05,,
3,December,2017,92,ON_TOP_OR_ON_WALL,,,8:07,,
3,December,2017,5,ON_TOP_OR_ON_WALL,,,8:07,,
3,December,2017,124,ON_TOP_OR_ON_WALL,,y,8:07,,I
3,December,2017,115,ON_TOP_OR_ON_WALL,,,8:07,,
3,December,2017,78,ON_TOP_OR_ON_WALL,,,8:07,,
3,December,2017,59,ON_TOP_OR_ON_WALL,,,8:07,,
3,December,2017,75,ON_TOP_OR_ON_WALL,,,8:07,,
3,December,2017,48,ON_TOP_OR_ON_WALL,,,8:07,stomach not touching wall,
4,December,2017,121,ON_TOP_OR_ON_WALL,,,10:00,SHED,
4,December,2017,78,ON_TOP_OR_ON_WALL,,,10:00,SHED,
4,December,2017,49,ON_TOP_OR_ON_WALL,,,10:00,,
4,December,2017,22,ON_TOP_OR_ON_WALL,,,10:00,,
4,December,2017,13,ON_TOP_OR_ON_WALL,,,10:00,SHED (only a little),
4,December,2017,112,ON_TOP_OR_ON_WALL,,,10:00,"SHED, butt not touching",
4,December,2017,85,ON_TOP_OR_ON_WALL,,,10:00,SHED,
4,December,2017,14,ON_TOP_OR_ON_WALL,,y,10:00,SHED,
5,December,2017,90,ON_TOP_OR_ON_WALL,,,11:15,,
5,December,2017,111,ON_TOP_OR_ON_WALL,,,11:15,,
5,December,2017,29,ON_TOP_OR_ON_WALL,upright,,11:15,,
5,December,2017,1,ON_TOP_OR_ON_WALL,upright,,11:15,,
5,December,2017,49,ON_TOP_OR_ON_WALL,,,11:15,,
5,December,2017,13,ON_TOP_OR_ON_WALL,bent,,11:15,,
5,December,2017,14,ON_TOP_OR_ON_WALL,,,11:15,flies crawling on,
5,December,2017,85,ON_TOP_OR_ON_WALL,,,11:15,,
7,December,2017,96,ON_TOP_OR_ON_WALL,,,12:30,,
7,December,2017,46,ON_TOP_OR_ON_WALL,,,12:30,,
7,December,2017,33,ON_TOP_OR_ON_WALL,,,12:30,,
7,December,2017,46,ON_TOP_OR_ON_WALL,,,12:30,,
7,December,2017,116,ON_TOP_OR_ON_WALL,,,12:30,,
7,December,2017,52,ON_TOP_OR_ON_WALL,,,12:30,,
7,December,2017,84,ON_TOP_OR_ON_WALL,,y,12:30,,
8,December,2017,28,ON_TOP_OR_ON_WALL,,,11:40,,
8,December,2017,7,ON_TOP_OR_ON_WALL,,,11:40,,
8,December,2017,47,ON_TOP_OR_ON_WALL,,,11:40,,
8,December,2017,96,ON_TOP_OR_ON_WALL,,,11:40,,
8,December,2017,38,ON_TOP_OR_ON_WALL,bent,,11:40,,
8,December,2017,107,ON_TOP_OR_ON_WALL,,,11:40,,
9,December,2017,35,ON_TOP_OR_ON_WALL,,,8:24,,
9,December,2017,81,ON_TOP_OR_ON_WALL,,,8:24,,
9,December,2017,95,ON_TOP_OR_ON_WALL,,,8:24,,
9,December,2017,109,ON_TOP_OR_ON_WALL,,,8:24,,
9,December,2017,87,ON_TOP_OR_ON_WALL,,,8:24,,
9,December,2017,59,ON_TOP_OR_ON_WALL,,,8:24,,
9,December,2017,46,ON_TOP_OR_ON_WALL,,,8:24,,
9,December,2017,97,ON_TOP_OR_ON_WALL,,,8:24,,
9,December,2017,118,ON_TOP_OR_ON_WALL,,,8:24,,
9,December,2017,52,ON_TOP_OR_ON_WALL,,,8:24,,
10,December,2017,77,ON_TOP_OR_ON_WALL,,,8:00,,
10,December,2017,95,ON_TOP_OR_ON_WALL,,,8:00,,
10,December,2017,109,ON_TOP_OR_ON_WALL,,,8:00,,
10,December,2017,22,ON_TOP_OR_ON_WALL,,,8:00,,
10,December,2017,44,ON_TOP_OR_ON_WALL,,,8:00,,
10,December,2017,118,ON_TOP_OR_ON_WALL,,,8:00,shed,
10,December,2017,97,ON_TOP_OR_ON_WALL,,,8:00,,
10,December,2017,46,ON_TOP_OR_ON_WALL,,,8:00,,
10,December,2017,52,ON_TOP_OR_ON_WALL,,,8:00,shed,
11,December,2017,120,ON_TOP_OR_ON_WALL,,,9:00,,
11,December,2017,46,ON_TOP_OR_ON_WALL,,,9:51,shed,
8,November,2017,19,ON_TOP_OR_ON_WALL ,slight bent,,10:07,2:42,
8,November,2017,28,ON_TOP_OR_ON_WALL ,slight bent,,10:07,2:42,
16,November,2017,46,ON_TOP_OR_ON_WALL ,,,10:26,,I
9,November,2017,18,ON_TOP_OR_ON_WALL  ,upright,,8:35,,
9,November,2017,24,ON_TOP_OR_ON_WALL  ,upright,,8:35,,
9,November,2017,28,ON_TOP_OR_ON_WALL  ,upright,,8:46,,
9,November,2017,33,ON_TOP_OR_ON_WALL  ,upright,y,8:46,,
9,November,2017,34,ON_TOP_OR_ON_WALL  ,upright,y,8:46,,
9,November,2017,44,ON_TOP_OR_ON_WALL  ,upright,y very active,8:46,,
9,November,2017,57,ON_TOP_OR_ON_WALL  ,upright,y,8:46,,
9,November,2017,59,ON_TOP_OR_ON_WALL  ,upright,,8:46,,
9,November,2017,77,ON_TOP_OR_ON_WALL  ,slightly bent,(because ON_TOP_OR_ON_WALLish  ),9:00,,
9,November,2017,85,ON_TOP_OR_ON_WALL  ,upright,,9:00,,
9,November,2017,91,ON_TOP_OR_ON_WALL  ,upright,y very active,9:00,,
9,November,2017,112,ON_TOP_OR_ON_WALL  ,,,9:00,,
11,November,2017,10,ON_TOP_OR_ON_WALL  ,slightly bent,,8:37,i,
11,November,2017,108,ON_TOP_OR_ON_WALL  ,slightly bent,,8:45,u,
11,November,2017,109,ON_TOP_OR_ON_WALL  ,upright,,8:45,u,
12,November,2017,26,ON_TOP_OR_ON_WALL  ,upright,y,8:45,i,
12,November,2017,48,ON_TOP_OR_ON_WALL  ,crouched,,8:00,,
12,November,2017,62,ON_TOP_OR_ON_WALL  ,upright,,8:45,i,
12,November,2017,92,ON_TOP_OR_ON_WALL  ,slightly bent,,8:20,u,
12,November,2017,97,ON_TOP_OR_ON_WALL  ,upright but butt not touching ground,,8:45,i,
12,November,2017,108,ON_TOP_OR_ON_WALL  ,slightly bent,,9:00,u,
12,November,2017,114,ON_TOP_OR_ON_WALL  ,upright,,8:45,i,
12,November,2017,118,ON_TOP_OR_ON_WALL  ,upright,,9:00,i,
12,November,2017,122,ON_TOP_OR_ON_WALL  ,upright,,9:00,i,
13,November,2017,48,ON_TOP_OR_ON_WALL  ,bent,,10:50,,BMP
13,November,2017,75,ON_TOP_OR_ON_WALL  ,bent,,10:50,,BMP
13,November,2017,6,ON_TOP_OR_ON_WALL  ,upright,,10:50,,BMP
13,November,2017,5,ON_TOP_OR_ON_WALL  ,upright,y,10:50,11:00,U
13,November,2017,20,ON_TOP_OR_ON_WALL  ,upright,,10:50,,U
13,November,2017,38,ON_TOP_OR_ON_WALL  ,upright,,10:50,,U
13,November,2017,68,ON_TOP_OR_ON_WALL  ,slightly bent,,10:50,,U
13,November,2017,83,ON_TOP_OR_ON_WALL  ,upright,,10:50,,U
13,November,2017,92,ON_TOP_OR_ON_WALL  ,slightly bent,,10:50,,U
13,November,2017,95,ON_TOP_OR_ON_WALL  ,slightly bent,,10:50,,U
13,November,2017,109,ON_TOP_OR_ON_WALL  ,upright,,10:50,,U
13,November,2017,103,ON_TOP_OR_ON_WALL  ,slightly bent,,10:50,,U
13,November,2017,19,ON_TOP_OR_ON_WALL  ,bent,,10:50,,I
13,November,2017,26,ON_TOP_OR_ON_WALL  ,upright,,10:50,,I
13,November,2017,80,ON_TOP_OR_ON_WALL  ,upright,Y,10:50,,I
13,November,2017,93,ON_TOP_OR_ON_WALL  ,upright,,10:50,,I
13,November,2017,118,ON_TOP_OR_ON_WALL  ,upright,,10:50,,I
13,November,2017,121,ON_TOP_OR_ON_WALL  ,upright,Y,10:50,,I
15,November,2017,50,ON_TOP_OR_ON_WALL  ,bent,,10:24,,BMP
15,November,2017,69,ON_TOP_OR_ON_WALL  ,slightly bent,,10:33,,U
15,November,2017,54,ON_TOP_OR_ON_WALL  ,upright,,10:33,,U
15,November,2017,58,ON_TOP_OR_ON_WALL  ,slightly bent,,10:33,,U
15,November,2017,45,ON_TOP_OR_ON_WALL  ,upright,y,10:33,,U
15,November,2017,23,ON_TOP_OR_ON_WALL  ,upright,,10:33,,U
15,November,2017,96,ON_TOP_OR_ON_WALL  ,upright,,10:33,,U
15,November,2017,89,ON_TOP_OR_ON_WALL  ,,,10:33,,U
15,November,2017,36,ON_TOP_OR_ON_WALL  ,upright,,10:33,,U
15,November,2017,24,ON_TOP_OR_ON_WALL  ,,,10:33,,U
15,November,2017,37,ON_TOP_OR_ON_WALL  ,upright,,10:33,,U
15,November,2017,40,ON_TOP_OR_ON_WALL  ,,,10:33,,U
15,November,2017,109,ON_TOP_OR_ON_WALL  ,upright,,10:33,,U
15,November,2017,120,ON_TOP_OR_ON_WALL  ,upright,,10:33,,U
15,November,2017,111,ON_TOP_OR_ON_WALL  ,bent,,10:33,bent because on curve   holding on,U
15,November,2017,114,ON_TOP_OR_ON_WALL  ,upright,,10:47,,I
15,November,2017,106,ON_TOP_OR_ON_WALL  ,upright,,10:47,,I
15,November,2017,122,ON_TOP_OR_ON_WALL  ,upright,,10:47,,I
15,November,2017,82,ON_TOP_OR_ON_WALL  ,,,10:47,,I
15,November,2017,97,ON_TOP_OR_ON_WALL  ,upright,y,10:47,,I
15,November,2017,80,ON_TOP_OR_ON_WALL  ,upright,,10:47,,I
15,November,2017,22,ON_TOP_OR_ON_WALL  ,upright,,10:47,,I
15,November,2017,12,ON_TOP_OR_ON_WALL  ,upright,,10:47,,I
15,November,2017,34,ON_TOP_OR_ON_WALL  ,upright,,10:47,,I
15,November,2017,28,ON_TOP_OR_ON_WALL  ,slightly bent,,10:56,,I
15,November,2017,44,ON_TOP_OR_ON_WALL  ,upright,,10:56,,I
15,November,2017,10,ON_TOP_OR_ON_WALL  ,upright,,10:56,,I
16,November,2017,55,ON_TOP_OR_ON_WALL  ,upright,y,10:00,,BMP
16,November,2017,99,ON_TOP_OR_ON_WALL  ,crouched,,10:00,,BMP
16,November,2017,57,ON_TOP_OR_ON_WALL  ,slightly bent,y,10:00,,BMP
16,November,2017,113,ON_TOP_OR_ON_WALL  ,upright,,10:00,,U
16,November,2017,92,ON_TOP_OR_ON_WALL  ,slightly bent,,10:00,,U
16,November,2017,81,ON_TOP_OR_ON_WALL  ,upright,,10:00,,U
16,November,2017,109,ON_TOP_OR_ON_WALL  ,slightly bent,,10:00,because ON_TOP_OR_ON_WALL  ,U
16,November,2017,107,ON_TOP_OR_ON_WALL  ,upright,,10:00,,U
16,November,2017,27,ON_TOP_OR_ON_WALL  ,upright,,10:00,,U
16,November,2017,32,ON_TOP_OR_ON_WALL  ,slightly bent,,10:00,,U
16,November,2017,36,ON_TOP_OR_ON_WALL  ,upright,,10:00,,U
16,November,2017,96,ON_TOP_OR_ON_WALL  ,upright,,10:00,,U
16,November,2017,5,ON_TOP_OR_ON_WALL  ,upright,,10:00,,U
16,November,2017,12,ON_TOP_OR_ON_WALL  ,upright,,10:26,,I
16,November,2017,76,ON_TOP_OR_ON_WALL  ,upright,,10:26,,I
16,November,2017,10,ON_TOP_OR_ON_WALL  ,upright,,10:26,,I
16,November,2017,44,ON_TOP_OR_ON_WALL  ,upright,,10:26,,I
16,November,2017,122,ON_TOP_OR_ON_WALL  ,upright,,10:26,,I
16,November,2017,118,ON_TOP_OR_ON_WALL  ,upright,y,10:26,,I
16,November,2017,116,ON_TOP_OR_ON_WALL  ,upright,,10:26,,I
17,November,2017,14,ON_TOP_OR_ON_WALL  ,upright,y,10:02,skin shed,
17,November,2017,71,ON_TOP_OR_ON_WALL  ,upright,,10:02,,
17,November,2017,11,ON_TOP_OR_ON_WALL  ,upright,y,10:02,,
17,November,2017,75,ON_TOP_OR_ON_WALL  ,upright,,10:02,skin shed (a little),
17,November,2017,95,ON_TOP_OR_ON_WALL  ,upright,y,10:02,maybe shed,
17,November,2017,117,ON_TOP_OR_ON_WALL  ,upright,y,10:02,,
17,November,2017,83,ON_TOP_OR_ON_WALL  ,upright,y,10:02,,
17,November,2017,40,ON_TOP_OR_ON_WALL  ,slightly bent,,10:02,,
17,November,2017,5,ON_TOP_OR_ON_WALL  ,slightly bent,,10:02,,
17,November,2017,68,ON_TOP_OR_ON_WALL  ,slightly bent,,10:02,,
17,November,2017,10,ON_TOP_OR_ON_WALL  ,upright,,10:02,,
17,November,2017,121,ON_TOP_OR_ON_WALL  ,upright,,10:02,,
17,November,2017,124,ON_TOP_OR_ON_WALL  ,upright,,10:02,,
17,November,2017,88,ON_TOP_OR_ON_WALL  ,upright,,10:02,,
18,November,2017,35,ON_TOP_OR_ON_WALL  ,upright,y,11:13,,BMP
18,November,2017,125,ON_TOP_OR_ON_WALL  ,crouched,,11:13,,
18,November,2017,101,ON_TOP_OR_ON_WALL  ,upright,,11:40,,
18,November,2017,109,ON_TOP_OR_ON_WALL  ,upright,,11:40,,
18,November,2017,104,ON_TOP_OR_ON_WALL  ,upright,y,11:40,,
18,November,2017,37,ON_TOP_OR_ON_WALL  ,upright,,11:40,,
18,November,2017,27,ON_TOP_OR_ON_WALL  ,slightly bent,,11:40,,
18,November,2017,12,ON_TOP_OR_ON_WALL  ,upright,,12:00,,
18,November,2017,79,ON_TOP_OR_ON_WALL  ,upright,,12:00,,
18,November,2017,116,ON_TOP_OR_ON_WALL  ,upright,y,12:00,,
18,November,2017,19,ON_TOP_OR_ON_WALL  ,upright,,12:00,,
18,November,2017,61,ON_TOP_OR_ON_WALL  ,upright,,12:00,,
18,November,2017,10,ON_TOP_OR_ON_WALL  ,upright,,12:00,,
18,November,2017,121,ON_TOP_OR_ON_WALL  ,upright,,12:00,,
19,November,2017,55,ON_TOP_OR_ON_WALL  ,upright,y,12:00,,
19,November,2017,109,ON_TOP_OR_ON_WALL  ,slightly bent,,12:00,,
19,November,2017,92,ON_TOP_OR_ON_WALL  ,upright,,12:00,,
19,November,2017,113,ON_TOP_OR_ON_WALL  ,upright,,12:00,,
20,November,2017,110,ON_TOP_OR_ON_WALL  ,upright,,8:11,,
20,November,2017,48,ON_TOP_OR_ON_WALL  ,upright,,8:11,,
20,November,2017,21,ON_TOP_OR_ON_WALL  ,upright,,8:11,,
20,November,2017,109,ON_TOP_OR_ON_WALL  ,upright,,8:11,,
20,November,2017,117,ON_TOP_OR_ON_WALL  ,upright,y,8:11,,
20,November,2017,92,ON_TOP_OR_ON_WALL  ,slightly bent,,8:11,,
20,November,2017,18,ON_TOP_OR_ON_WALL  ,upright,,8:11,,
20,November,2017,5,ON_TOP_OR_ON_WALL  ,upright,y,8:11,,U
20,November,2017,102,ON_TOP_OR_ON_WALL  ,slightly bent,,8:11,,
20,November,2017,114,ON_TOP_OR_ON_WALL  ,slightly bent,,8:11,,
20,November,2017,13,ON_TOP_OR_ON_WALL  ,slightly bent,,8:11,,
20,November,2017,70,ON_TOP_OR_ON_WALL  ,upright,y,8:11,,
20,November,2017,88,ON_TOP_OR_ON_WALL  ,upright,,8:11,,
20,November,2017,22,ON_TOP_OR_ON_WALL  ,upright,,8:11,,
20,November,2017,97,ON_TOP_OR_ON_WALL  ,upright,,8:11,,
22,November,2017,35,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
22,November,2017,98,ON_TOP_OR_ON_WALL  ,,,8:45,,
22,November,2017,56,ON_TOP_OR_ON_WALL  ,bent,,8:45,,
22,November,2017,91,ON_TOP_OR_ON_WALL  ,upright,,8:45,,
